Samples,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,Watering_Regm
SRR5224884,0.000000e+00,5.783021e-05,2.327088e-01,5.551700e-03,3.585473e-03,7.517927e-04,4.452926e-03,2.081888e-03,2.197548e-03,7.315522e-02,0.000000e+00,3.625954e-02,1.156604e-03,8.553088e-02,2.024057e-03,8.674532e-04,2.139718e-03,0.000000e+00,4.048115e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.355077e-02,2.891511e-04,1.040944e-03,2.081888e-03,0.000000e+00,5.204719e-04,0.000000e+00,1.677076e-03,0.000000e+00,9.484155e-03,3.238492e-03,1.966227e-03,5.123757e-02,8.905852e-03,2.891511e-04,0.000000e+00,2.879944e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.949341e-03,1.503585e-02,7.807078e-03,0.000000e+00,0.000000e+00,1.330095e-03,4.279436e-03,0.000000e+00,0.000000e+00,4.163775e-03,4.626417e-04,0.000000e+00,1.795628e-01,9.599815e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.240342e-02,1
SRR5224885,0.000000e+00,0.000000e+00,1.411649e-01,8.956431e-03,9.823183e-04,5.778343e-04,3.929273e-03,2.253554e-03,2.426904e-03,1.367734e-01,1.155669e-04,2.779383e-02,2.600254e-03,1.155091e-01,8.667514e-04,9.823183e-04,5.200508e-04,2.253554e-03,9.823183e-04,2.889171e-04,5.778343e-05,0.000000e+00,6.373512e-02,2.889171e-04,6.934011e-04,1.213452e-03,5.778343e-04,0.000000e+00,0.000000e+00,1.334797e-02,5.778343e-05,4.044840e-04,2.889171e-04,2.600254e-03,8.933318e-02,1.831735e-02,1.155669e-04,0.000000e+00,2.686929e-02,0.000000e+00,2.889171e-04,0.000000e+00,5.547209e-03,2.282445e-02,6.067260e-03,5.778343e-05,1.155669e-04,0.000000e+00,3.467006e-03,0.000000e+00,0.000000e+00,2.080203e-03,0.000000e+00,0.000000e+00,1.682653e-01,8.702184e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.738588e-02,1
SRR5224887,0.000000e+00,0.000000e+00,1.471182e-01,4.846247e-03,6.288582e-03,0.000000e+00,5.480875e-03,1.384642e-03,2.192350e-03,1.247909e-01,0.000000e+00,3.744303e-02,1.730803e-04,1.252524e-01,5.192408e-04,4.038539e-04,6.346276e-04,0.000000e+00,4.615473e-04,4.615473e-04,0.000000e+00,0.000000e+00,6.455893e-02,0.000000e+00,1.211562e-03,1.961576e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.384642e-03,0.000000e+00,9.230947e-04,1.730803e-03,2.134656e-03,9.773265e-02,3.750072e-03,0.000000e+00,0.000000e+00,2.861593e-02,0.000000e+00,5.769342e-05,0.000000e+00,4.557780e-03,1.171176e-02,8.654013e-03,0.000000e+00,0.000000e+00,2.307737e-04,2.192350e-03,0.000000e+00,0.000000e+00,4.557780e-03,1.038482e-03,0.000000e+00,1.600415e-01,1.014250e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.407777e-02,1
SRR5224894,0.000000e+00,0.000000e+00,2.807859e-01,9.188096e-03,4.911875e-03,0.000000e+00,1.213522e-03,1.906963e-03,3.756140e-03,2.109217e-01,0.000000e+00,3.051141e-02,1.386882e-03,8.251950e-02,2.658191e-03,6.934412e-04,5.200809e-04,1.155735e-04,8.668015e-04,2.889338e-04,1.155735e-04,0.000000e+00,2.675527e-02,2.889338e-04,4.622941e-04,5.778677e-04,1.155735e-04,5.200809e-04,4.622941e-04,1.271309e-03,5.778677e-05,3.120485e-03,1.733603e-03,5.778677e-04,2.294135e-02,2.080324e-03,0.000000e+00,0.000000e+00,2.242127e-02,0.000000e+00,5.778677e-05,0.000000e+00,1.791390e-03,1.242415e-02,6.529905e-03,0.000000e+00,0.000000e+00,9.823750e-04,8.321294e-03,0.000000e+00,2.311471e-04,3.640566e-03,1.733603e-04,0.000000e+00,1.273042e-01,8.240393e-02,0.000000e+00,5.778677e-05,0.000000e+00,4.033516e-02,1
SRR5224896,0.0026705370,0.0000000000,0.2346589260,0.0235703919,0.0159651669,0.0000000000,0.0031349782,0.0029027576,0.0000000000,0.0553846154,0.0000000000,0.0258925980,0.0012191582,0.0910885341,0.0012191582,0.0001741655,0.0028447025,0.0022060958,0.0001741655,0.0000000000,0.0001741655,0.0000000000,0.0979970972,0.0000000000,0.0008127721,0.0026705370,0.0000000000,0.0002322206,0.0006966618,0.0000000000,0.0000000000,0.0001741655,0.0035994194,0.0007547170,0.1000290276,0.0125979681,0.0000000000,0.0000000000,0.0341364296,0.0000000000,0.0000000000,0.0000000000,0.0189259797,0.0184034833,0.0074891147,0.0000000000,0.0000000000,0.0020319303,0.0131204644,0.0000000000,0.0000000000,0.0047024673,0.0000000000,0.0000000000,0.1050798258,0.0568940493,0.0000000000,0.0000000000,0.0000000000,0.0563715530,0
SRR5224915,0.000000e+00,0.000000e+00,2.490426e-01,2.524080e-02,2.146919e-03,1.044447e-03,1.798770e-03,5.048161e-03,0.000000e+00,2.587908e-02,0.000000e+00,4.003714e-03,3.249391e-03,2.493907e-01,1.972844e-03,2.437043e-03,1.508646e-03,5.802483e-04,4.641987e-04,4.061738e-04,0.000000e+00,5.222235e-04,7.079030e-03,0.000000e+00,3.481490e-04,1.740745e-04,1.740745e-04,0.000000e+00,0.000000e+00,4.061738e-04,4.061738e-04,1.740745e-04,1.276546e-03,2.030869e-03,1.061854e-02,2.901242e-04,0.000000e+00,0.000000e+00,2.088894e-02,5.802483e-05,0.000000e+00,1.740745e-04,6.672856e-03,2.355808e-02,9.864222e-03,2.320993e-04,3.481490e-04,2.785192e-03,5.280260e-03,3.481490e-04,2.901242e-04,2.030869e-03,0.000000e+00,0.000000e+00,1.577695e-01,1.161077e-01,9.283974e-04,0.000000e+00,8.123477e-04,5.413717e-02,0
SRR5224923,0.000000e+00,0.000000e+00,1.326183e-02,6.342617e-04,1.729805e-04,0.000000e+00,7.495820e-04,0.000000e+00,5.766015e-04,4.390821e-01,0.000000e+00,1.787465e-03,6.919218e-04,1.579888e-01,0.000000e+00,6.919218e-04,1.153203e-04,9.802226e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.996656e-03,0.000000e+00,0.000000e+00,2.883008e-03,0.000000e+00,1.153203e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.556824e-03,2.191086e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.902785e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.649023e-04,4.457130e-02,0.000000e+00,0.000000e+00,0.000000e+00,5.766015e-05,1.153203e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.295047e-01,1.794384e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.303119e-02,1
SRR5224926,0.0000000000,0.0000000000,0.0248543913,0.0021913384,0.0006343348,0.0000000000,0.0020183380,0.0001153336,0.0008073352,0.2847586644,0.0000000000,0.0018453376,0.0006920016,0.3198777464,0.0000000000,0.0006920016,0.0000000000,0.0004613344,0.0000000000,0.0000000000,0.0000000000,0.0001153336,0.0070353497,0.0000000000,0.0000000000,0.0000000000,0.0000576668,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001730004,0.0000576668,0.0000000000,0.0025373393,0.0000000000,0.0000000000,0.0000000000,0.0029410069,0.0000000000,0.0000000000,0.0000000000,0.0011533360,0.0081886858,0.0000576668,0.0000000000,0.0000000000,0.0001153336,0.0008650020,0.0000000000,0.0000000000,0.0008650020,0.0001153336,0.0000000000,0.1622167118,0.1606597082,0.0003460008,0.0000000000,0.0000000000,0.0135516983,0
SRR5224927,2.893686e-04,0.000000e+00,1.825337e-01,5.035014e-03,7.523584e-04,0.000000e+00,1.255860e-02,1.388969e-03,1.678338e-03,1.013369e-01,0.000000e+00,3.512935e-02,9.259795e-04,5.793159e-02,5.208635e-04,6.366109e-04,1.099601e-03,0.000000e+00,8.102321e-04,1.736212e-04,1.157474e-04,4.051160e-04,2.540656e-02,2.893686e-04,1.388969e-03,1.041727e-03,0.000000e+00,0.000000e+00,5.787372e-05,1.047514e-02,0.000000e+00,1.909833e-03,8.681058e-04,3.125181e-03,1.769200e-01,1.875109e-02,1.736212e-04,0.000000e+00,3.154118e-02,0.000000e+00,5.787372e-05,0.000000e+00,1.099601e-02,2.529082e-02,6.944846e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.736212e-04,0.000000e+00,0.000000e+00,1.794085e-03,2.314949e-04,0.000000e+00,1.652873e-01,9.109323e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.286012e-02,1
SRR5224928,0.000000e+00,0.000000e+00,1.198476e-01,4.676134e-03,8.082208e-04,4.041104e-04,3.348343e-03,1.847362e-03,4.041104e-04,1.251010e-01,0.000000e+00,1.754994e-02,1.270061e-03,1.718624e-01,1.270061e-03,4.041104e-04,1.212331e-03,0.000000e+00,2.309202e-04,0.000000e+00,0.000000e+00,4.041104e-04,2.753724e-02,2.309202e-04,1.731902e-04,9.236809e-04,0.000000e+00,0.000000e+00,5.773005e-05,1.270061e-03,0.000000e+00,1.039141e-03,5.195705e-04,9.814109e-04,8.336220e-02,2.540122e-03,0.000000e+00,0.000000e+00,2.060963e-02,0.000000e+00,0.000000e+00,0.000000e+00,6.812146e-03,2.678675e-02,4.098834e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.540122e-03,0.000000e+00,0.000000e+00,9.814109e-04,0.000000e+00,0.000000e+00,1.783281e-01,1.439788e-01,2.886503e-04,0.000000e+00,0.000000e+00,4.629950e-02,1
SRR5224931,0.000000e+00,0.000000e+00,1.629707e-01,1.853777e-02,1.039501e-03,5.775006e-04,5.601756e-03,5.197505e-03,3.060753e-03,9.650035e-02,2.310002e-04,2.373527e-02,1.905752e-03,1.384846e-01,1.443751e-03,7.507508e-04,5.775006e-05,2.887503e-04,1.386001e-03,1.155001e-04,0.000000e+00,2.310002e-04,1.871102e-02,5.775006e-05,8.085008e-04,3.465003e-04,5.775006e-04,0.000000e+00,5.775006e-04,1.501502e-03,5.197505e-04,1.039501e-03,5.775006e-04,1.848002e-03,4.134904e-02,1.212751e-03,0.000000e+00,0.000000e+00,3.522754e-02,0.000000e+00,0.000000e+00,0.000000e+00,4.331254e-03,4.308154e-02,5.313005e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.120351e-02,0.000000e+00,0.000000e+00,4.735505e-03,1.732502e-04,0.000000e+00,2.025872e-01,1.017556e-01,0.000000e+00,1.732502e-04,0.000000e+00,6.017556e-02,0
SRR5224934,0.0000000000,0.0000000000,0.1386144335,0.0124804992,0.0006355810,0.0007511412,0.0077425319,0.0043912868,0.0021956434,0.1379210724,0.0003466805,0.0311434680,0.0015600624,0.0917547813,0.0009822615,0.0001155602,0.0003466805,0.0001733403,0.0021956434,0.0000000000,0.0001155602,0.0000000000,0.0180851679,0.0002889004,0.0010978217,0.0006355810,0.0003466805,0.0000000000,0.0000000000,0.0003466805,0.0002311204,0.0010978217,0.0001733403,0.0005778009,0.0654070607,0.0010978217,0.0000000000,0.0000000000,0.0266366210,0.0000000000,0.0008667013,0.0000000000,0.0067602704,0.0121915988,0.0068758306,0.0000000000,0.0000000000,0.0000000000,0.0043335067,0.0000000000,0.0000000000,0.0013289420,0.0000000000,0.0000000000,0.1855318657,0.1868030277,0.0000000000,0.0000000000,0.0000000000,0.0458196106,1
SRR5224937,0.000000e+00,0.000000e+00,2.321677e-01,1.551644e-02,3.994905e-03,8.105604e-04,1.505327e-03,2.779064e-03,5.210746e-04,2.593793e-02,0.000000e+00,3.126447e-03,2.663270e-03,2.351204e-01,1.505327e-03,6.947661e-04,1.794812e-03,2.026401e-03,1.042149e-03,0.000000e+00,0.000000e+00,2.315887e-04,7.584530e-03,2.894859e-04,2.894859e-04,1.157943e-04,0.000000e+00,9.842520e-04,3.473830e-04,5.963409e-03,2.315887e-04,2.894859e-04,6.368689e-04,8.916165e-03,1.140574e-02,1.910607e-03,0.000000e+00,0.000000e+00,2.385364e-02,0.000000e+00,8.684576e-04,2.894859e-04,1.262158e-02,4.805465e-02,4.573877e-03,5.789717e-05,2.315887e-04,2.663270e-03,3.821214e-03,0.000000e+00,1.157943e-04,2.026401e-03,1.157943e-04,1.736915e-04,2.015980e-01,8.290875e-02,3.126447e-03,0.000000e+00,5.789717e-04,4.191755e-02,0
SRR5224940,0.000000e+00,0.000000e+00,1.459875e-01,9.828862e-03,2.312673e-04,1.098520e-03,5.897317e-03,5.261332e-03,6.938020e-04,1.274283e-01,0.000000e+00,2.515032e-02,4.451896e-03,1.363321e-01,9.250694e-04,4.047179e-04,6.359852e-04,1.734505e-03,1.445421e-03,2.312673e-04,0.000000e+00,0.000000e+00,1.474329e-02,1.734505e-04,0.000000e+00,8.094357e-04,9.828862e-04,0.000000e+00,0.000000e+00,9.077243e-03,1.734505e-04,1.098520e-03,1.156337e-03,2.543941e-03,4.162812e-02,3.064292e-03,0.000000e+00,0.000000e+00,2.439870e-02,0.000000e+00,6.938020e-04,2.890842e-04,6.591119e-03,3.532609e-02,4.394080e-03,5.781684e-05,6.938020e-04,1.156337e-04,6.822387e-03,5.781684e-05,0.000000e+00,1.561055e-03,0.000000e+00,0.000000e+00,1.751850e-01,1.195652e-01,0.000000e+00,0.000000e+00,0.000000e+00,8.105920e-02,1
SRR5224943,5.780681e-05,0.000000e+00,2.066593e-01,1.861379e-02,2.485693e-03,7.514885e-04,2.659113e-03,2.832534e-03,1.734204e-03,4.167871e-02,0.000000e+00,1.901844e-02,3.237181e-03,1.928435e-01,8.092953e-04,1.387363e-03,3.468409e-04,1.387363e-03,4.046477e-04,3.468409e-04,0.000000e+00,4.046477e-04,1.572345e-02,2.312272e-04,4.046477e-04,2.312272e-04,2.312272e-04,4.046477e-04,0.000000e+00,1.445170e-03,1.156136e-04,1.907625e-03,1.502977e-03,8.092953e-04,3.005954e-02,1.445170e-03,0.000000e+00,0.000000e+00,2.537719e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.757443e-03,2.607087e-02,5.665067e-03,1.734204e-04,0.000000e+00,3.468409e-04,1.213943e-02,0.000000e+00,1.156136e-04,4.682352e-03,2.312272e-04,0.000000e+00,1.610498e-01,1.147465e-01,0.000000e+00,1.734204e-04,4.046477e-04,9.289554e-02,0
SRR5224946,0.000000e+00,0.000000e+00,2.148264e-01,1.051598e-02,5.546889e-03,6.933611e-04,3.466805e-03,3.351245e-03,3.640146e-03,1.322008e-01,0.000000e+00,3.709482e-02,3.524585e-03,8.302999e-02,9.244814e-04,1.097822e-03,1.502282e-03,4.044606e-04,6.933611e-04,1.733403e-04,0.000000e+00,1.733403e-04,2.039637e-02,5.200208e-04,3.466805e-04,5.200208e-04,5.778009e-05,4.044606e-04,5.778009e-04,1.791183e-03,2.889004e-04,1.097822e-03,9.244814e-04,1.502282e-03,5.570001e-02,3.293465e-03,0.000000e+00,1.155602e-04,3.357023e-02,0.000000e+00,0.000000e+00,5.778009e-05,4.564627e-03,1.704513e-02,5.893569e-03,0.000000e+00,0.000000e+00,4.044606e-04,6.991391e-03,0.000000e+00,2.311204e-04,2.022303e-03,0.000000e+00,5.778009e-05,1.721847e-01,1.108800e-01,0.000000e+00,5.778009e-05,0.000000e+00,5.564223e-02,1
SRR5224951,4.634189e-04,0.000000e+00,1.949835e-01,4.634189e-03,2.143312e-03,0.000000e+00,8.920813e-03,2.259167e-03,3.243932e-03,1.389098e-01,0.000000e+00,4.477785e-02,1.737821e-03,5.931762e-02,9.847651e-04,4.634189e-04,8.689104e-04,0.000000e+00,8.689104e-04,3.475642e-04,1.737821e-04,0.000000e+00,4.083879e-02,2.317094e-04,2.027458e-03,1.911603e-03,0.000000e+00,1.158547e-04,0.000000e+00,3.649424e-03,0.000000e+00,2.259167e-03,7.530557e-04,1.564039e-03,9.407403e-02,5.966518e-03,5.792736e-05,0.000000e+00,2.763135e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.993976e-03,1.471355e-02,7.820193e-03,0.000000e+00,0.000000e+00,1.737821e-04,1.795748e-03,0.000000e+00,0.000000e+00,2.780513e-03,0.000000e+00,0.000000e+00,1.982274e-01,8.567456e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.464056e-02,1
SRR5224957,0.0000000000,0.0000000000,0.2245074817,0.0073372234,0.0056040210,0.0004044139,0.0157721417,0.0009821480,0.0035819516,0.1028944480,0.0001733202,0.0532670865,0.0011554683,0.0464498238,0.0005777341,0.0007510544,0.0016754290,0.0001155468,0.0008088278,0.0004044139,0.0001733202,0.0002888671,0.0400369750,0.0006932810,0.0030042175,0.0015021087,0.0001733202,0.0000000000,0.0000000000,0.0254780750,0.0002310937,0.0016754290,0.0014443353,0.0010399214,0.1143335837,0.0049685135,0.0000000000,0.0000000000,0.0294644405,0.0000000000,0.0000000000,0.0000000000,0.0050262869,0.0186608123,0.0094748397,0.0000000000,0.0000000000,0.0000000000,0.0002310937,0.0000000000,0.0000000000,0.0015021087,0.0001155468,0.0000000000,0.1673695765,0.0621641920,0.0000000000,0.0000000000,0.0000000000,0.0444855278,1
SRR5224958,0.000000e+00,0.000000e+00,2.198176e-01,6.290397e-03,4.097415e-03,1.211911e-03,2.596953e-03,3.866574e-03,3.058633e-03,1.909049e-01,0.000000e+00,3.093259e-02,2.770083e-03,8.304478e-02,3.462604e-04,6.348107e-04,5.193906e-04,6.925208e-04,1.154201e-03,5.771006e-05,5.771006e-05,1.211911e-03,4.536011e-02,1.154201e-04,1.731302e-03,7.502308e-04,0.000000e+00,1.731302e-04,1.154201e-04,6.348107e-04,1.731302e-04,9.810711e-04,6.348107e-04,9.810711e-04,3.312558e-02,3.462604e-03,0.000000e+00,0.000000e+00,2.389197e-02,0.000000e+00,0.000000e+00,6.925208e-04,3.000923e-03,1.656279e-02,7.444598e-03,0.000000e+00,0.000000e+00,4.039705e-04,5.424746e-03,0.000000e+00,1.154201e-04,3.404894e-03,0.000000e+00,0.000000e+00,1.413897e-01,9.083564e-02,0.000000e+00,0.000000e+00,1.154201e-04,6.521237e-02,1
SRR5224961,0.000000e+00,0.000000e+00,3.465518e-01,5.491647e-03,5.202613e-03,0.000000e+00,2.890340e-04,2.196659e-03,2.601306e-03,4.456905e-02,0.000000e+00,1.248627e-02,2.312272e-04,1.112781e-01,1.040523e-03,1.156136e-03,1.792011e-03,5.780681e-04,5.202613e-04,1.156136e-04,5.780681e-05,2.890340e-04,2.520377e-02,0.000000e+00,9.249090e-04,1.156136e-04,0.000000e+00,0.000000e+00,2.890340e-04,0.000000e+00,0.000000e+00,1.387363e-03,1.271750e-03,7.514885e-04,3.005954e-02,1.792011e-03,0.000000e+00,0.000000e+00,3.104226e-02,0.000000e+00,0.000000e+00,5.202613e-04,1.849818e-03,1.838257e-02,5.318226e-03,0.000000e+00,0.000000e+00,6.705590e-03,1.335337e-02,0.000000e+00,2.890340e-04,7.803919e-03,1.213943e-03,0.000000e+00,1.593734e-01,1.054396e-01,9.827158e-04,0.000000e+00,1.156136e-04,4.936702e-02,0
SRR5224968,0.000000e+00,0.000000e+00,4.920313e-02,2.492031e-03,1.217039e-03,5.795422e-05,1.390901e-03,0.000000e+00,1.159084e-04,5.673718e-02,0.000000e+00,6.954506e-04,1.332947e-03,3.687047e-01,2.897711e-04,2.897711e-04,2.376123e-03,9.852217e-04,4.056795e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.008403e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.897711e-04,0.000000e+00,0.000000e+00,1.159084e-04,0.000000e+00,5.447696e-03,1.732831e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.217039e-03,0.000000e+00,0.000000e+00,3.477253e-04,1.274993e-03,5.076789e-02,0.000000e+00,0.000000e+00,2.318169e-04,2.318169e-04,8.113590e-04,0.000000e+00,0.000000e+00,1.159084e-04,0.000000e+00,0.000000e+00,9.521878e-02,2.999710e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.025210e-02,0
SRR5224969,0.0006931608,0.0000000000,0.1515134011,0.0071626617,0.0009242144,0.0005198706,0.0135166359,0.0040434381,0.0030614603,0.1305452865,0.0004621072,0.0475392791,0.0017906654,0.0436691312,0.0005198706,0.0000000000,0.0008086876,0.0007509242,0.0032925139,0.0003465804,0.0001155268,0.0000000000,0.0300947320,0.0002888170,0.0032347505,0.0007509242,0.0001732902,0.0000000000,0.0000577634,0.0009819778,0.0001155268,0.0003465804,0.0006353974,0.0009242144,0.1725392791,0.0033502773,0.0002888170,0.0000000000,0.0411275416,0.0002888170,0.0005198706,0.0000000000,0.0142675601,0.0187731054,0.0083756932,0.0000000000,0.0005776340,0.0004621072,0.0051987061,0.0000000000,0.0000000000,0.0030036969,0.0000000000,0.0000000000,0.1706908503,0.0776340111,0.0000000000,0.0003465804,0.0001155268,0.0335605360,1
SRR5224971,0.000000e+00,0.000000e+00,1.989222e-01,1.570286e-02,9.850504e-04,6.373856e-04,5.562638e-03,6.431800e-03,9.271063e-04,5.678526e-02,5.794414e-05,1.095144e-02,1.912157e-03,1.392398e-01,1.158883e-03,3.592537e-03,3.244872e-03,4.867308e-03,2.201877e-03,5.794414e-04,1.738324e-04,4.635531e-04,1.848418e-02,2.897207e-04,8.691621e-04,8.691621e-04,1.738324e-04,4.056090e-04,5.794414e-05,2.085989e-03,2.897207e-04,6.373856e-04,2.028045e-03,3.534593e-03,4.873102e-02,3.013095e-03,0.000000e+00,0.000000e+00,3.963379e-02,8.691621e-04,9.850504e-04,0.000000e+00,1.465987e-02,4.693475e-02,4.983196e-03,5.214973e-04,1.158883e-04,7.185074e-03,7.996292e-03,8.112180e-04,0.000000e+00,3.418704e-03,0.000000e+00,0.000000e+00,1.445127e-01,1.104415e-01,0.000000e+00,0.000000e+00,0.000000e+00,8.106385e-02,0
SRR5224977,0.000000e+00,0.000000e+00,7.604233e-02,6.129648e-03,3.238305e-03,2.313075e-04,2.370902e-03,1.908287e-03,1.098710e-03,1.585613e-01,0.000000e+00,9.483606e-03,3.816573e-03,1.586769e-01,1.734806e-04,8.095761e-04,2.255248e-03,1.445672e-03,1.966113e-03,0.000000e+00,0.000000e+00,5.782687e-05,1.277974e-02,0.000000e+00,0.000000e+00,6.881397e-03,1.214364e-03,1.734806e-04,0.000000e+00,8.674030e-04,0.000000e+00,1.156537e-04,3.469612e-04,3.122651e-03,3.301914e-02,2.949170e-03,0.000000e+00,0.000000e+00,1.798416e-02,0.000000e+00,3.469612e-04,0.000000e+00,5.667033e-03,3.348176e-02,1.676979e-03,0.000000e+00,9.252299e-04,1.156537e-03,5.840514e-03,0.000000e+00,0.000000e+00,2.139594e-03,0.000000e+00,0.000000e+00,1.469959e-01,2.394611e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.458856e-02,0
SRR5224979,0.0000000000,0.0000000000,0.2130379454,0.0130726516,0.0041647385,0.0005205923,0.0127255900,0.0015039334,0.0009833410,0.1159185562,0.0000000000,0.0323924109,0.0031813975,0.0620661731,0.0006941231,0.0008676539,0.0020823693,0.0001735308,0.0022559000,0.0002313744,0.0004627487,0.0000000000,0.0633387321,0.0007519667,0.0005205923,0.0015039334,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019088385,0.0010411846,0.0013304026,0.1012841277,0.0039912078,0.0000000000,0.0000000000,0.0320453494,0.0000000000,0.0001156872,0.0000000000,0.0043382693,0.0248727441,0.0138246182,0.0000000000,0.0000000000,0.0000000000,0.0006941231,0.0000000000,0.0000000000,0.0077510412,0.0000000000,0.0000000000,0.1418903286,0.0775682554,0.0000000000,0.0005205923,0.0000000000,0.0543729755,1
SRR5224983,0.000000e+00,0.000000e+00,2.022063e-01,1.114705e-02,6.468754e-03,5.775673e-04,6.179970e-03,2.483539e-03,9.818644e-04,5.377151e-02,1.732702e-04,9.472104e-03,2.599053e-03,1.244658e-01,1.501675e-03,4.620538e-03,1.680721e-02,1.790459e-03,9.818644e-04,3.465404e-04,0.000000e+00,0.000000e+00,2.448885e-02,1.155135e-04,9.818644e-04,3.465404e-04,0.000000e+00,0.000000e+00,2.310269e-04,2.887836e-04,0.000000e+00,9.818644e-04,1.790459e-03,3.985214e-03,5.348273e-02,1.386161e-03,0.000000e+00,5.775673e-05,3.061107e-02,4.620538e-04,5.775673e-05,2.310269e-04,8.201455e-03,4.857341e-02,8.259212e-03,0.000000e+00,1.732702e-04,3.523160e-03,7.161834e-03,0.000000e+00,5.775673e-05,2.483539e-03,2.310269e-04,1.155135e-04,1.520157e-01,1.290863e-01,0.000000e+00,1.155135e-04,2.887836e-04,7.363983e-02,0
SRR5224989,5.789382e-05,0.000000e+00,1.433451e-01,1.615238e-02,1.042089e-03,5.789382e-04,6.310427e-03,4.573612e-03,1.852602e-03,9.726162e-02,4.052568e-04,2.234702e-02,9.263012e-04,1.236033e-01,1.157876e-03,8.684073e-04,2.431541e-03,4.399931e-03,4.342037e-03,5.789382e-04,5.789382e-05,0.000000e+00,2.124703e-02,4.052568e-04,1.794709e-03,6.947259e-04,2.894691e-04,0.000000e+00,5.789382e-05,2.605222e-03,1.157876e-04,6.368321e-04,1.157876e-03,1.794709e-03,8.938806e-02,4.457824e-03,0.000000e+00,0.000000e+00,2.668905e-02,0.000000e+00,4.052568e-04,0.000000e+00,6.542002e-03,3.022058e-02,5.094656e-03,2.894691e-04,3.473629e-04,1.447346e-03,1.105772e-02,1.042089e-03,0.000000e+00,2.142071e-03,5.789382e-04,0.000000e+00,1.758235e-01,1.313611e-01,0.000000e+00,1.157876e-04,0.000000e+00,4.990448e-02,0
SRR5224990,0.000000e+00,0.000000e+00,1.840065e-02,2.256683e-03,1.157273e-04,0.000000e+00,6.943641e-04,2.893184e-04,0.000000e+00,5.525981e-02,0.000000e+00,6.365004e-04,1.388728e-03,2.338850e-01,0.000000e+00,8.679551e-04,1.330864e-03,1.330864e-03,7.522278e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.134128e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.735910e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.786367e-05,1.562319e-03,1.562319e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.562319e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.258188e-04,5.491263e-02,2.893184e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.629094e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.786367e-05,0.000000e+00,1.132971e-01,4.835089e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.307719e-02,0
