Samples,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,Watering_Regm
SRR5224993,0.000000e+00,0.000000e+00,1.230005e-02,2.598603e-03,1.154934e-04,0.000000e+00,4.042271e-04,0.000000e+00,0.000000e+00,4.698851e-01,0.000000e+00,1.270428e-03,1.154934e-04,1.652134e-01,0.000000e+00,0.000000e+00,1.732402e-04,4.619738e-04,4.619738e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.419588e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.774672e-05,0.000000e+00,1.154934e-04,0.000000e+00,1.039441e-03,5.254952e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.887336e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.009586e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.464803e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.232315e-01,1.596119e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.276203e-02,1
SRR5224995,0.000000e+00,0.000000e+00,1.410020e-01,6.002540e-03,1.846935e-03,5.771673e-04,2.366386e-03,1.154335e-03,2.020085e-03,4.761630e-02,0.000000e+00,1.425603e-02,1.904652e-03,1.911578e-01,6.348840e-04,8.080342e-04,1.154335e-03,1.962369e-03,1.327485e-03,1.154335e-04,0.000000e+00,0.000000e+00,2.158606e-02,2.885836e-04,1.096618e-03,6.348840e-04,2.885836e-04,5.771673e-05,5.771673e-05,1.252453e-02,6.926007e-04,2.885836e-04,6.926007e-04,3.001270e-03,4.767402e-02,6.291123e-03,0.000000e+00,0.000000e+00,1.558352e-02,0.000000e+00,3.463004e-04,1.154335e-04,5.021355e-03,3.457232e-02,1.616068e-03,2.308669e-04,6.926007e-04,8.080342e-04,1.558352e-02,1.731502e-04,0.000000e+00,1.442918e-03,1.731502e-04,0.000000e+00,1.795567e-01,1.703221e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.268036e-02,0
SRR5225001,1.735509e-04,0.000000e+00,1.673030e-01,7.867639e-03,2.024760e-03,0.000000e+00,4.685873e-03,5.090825e-03,1.735509e-03,1.019322e-01,2.314011e-04,1.666088e-02,1.735509e-03,1.241467e-01,7.520537e-04,2.487562e-03,4.280921e-03,4.454472e-03,5.958579e-03,2.892514e-04,4.049520e-04,1.157006e-04,2.018975e-02,3.471017e-04,1.561958e-03,6.363531e-04,3.471017e-04,4.628023e-04,5.785028e-05,3.471017e-04,5.206526e-04,6.942034e-04,1.041305e-03,1.006595e-02,5.802383e-02,3.239616e-03,0.000000e+00,0.000000e+00,3.557792e-02,0.000000e+00,1.099155e-03,5.206526e-04,1.029735e-02,6.513942e-02,4.454472e-03,5.785028e-05,4.628023e-04,1.619808e-03,7.867639e-03,2.314011e-04,1.157006e-04,2.487562e-03,4.628023e-04,0.000000e+00,1.631378e-01,8.515562e-02,0.000000e+00,0.000000e+00,1.157006e-04,7.132940e-02,0
SRR5225002,0.000000e+00,0.000000e+00,4.571595e-02,5.053732e-03,2.730177e-03,0.000000e+00,2.904444e-03,5.808888e-04,1.219866e-03,1.443509e-01,0.000000e+00,6.215510e-03,1.219866e-03,2.404879e-01,5.808888e-05,5.576532e-03,6.970665e-04,3.601510e-03,5.576532e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.219866e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.808888e-05,1.074644e-02,2.149288e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.041243e-03,0.000000e+00,0.000000e+00,5.808888e-04,2.962533e-03,1.260529e-01,0.000000e+00,1.161778e-04,9.875109e-04,2.904444e-04,2.613999e-03,0.000000e+00,0.000000e+00,2.904444e-04,0.000000e+00,0.000000e+00,1.756027e-01,1.203602e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.295963e-02,0
SRR5225010,0.000000e+00,0.000000e+00,1.171717e-01,4.848485e-03,3.232323e-03,0.000000e+00,4.155844e-03,2.886003e-03,2.539683e-03,1.264069e-01,1.731602e-04,2.147186e-02,1.269841e-03,1.124387e-01,4.040404e-04,2.424242e-03,1.385281e-03,8.658009e-04,2.193362e-03,4.040404e-04,2.308802e-04,0.000000e+00,2.545455e-02,4.040404e-04,1.904762e-03,4.617605e-04,1.154401e-04,5.772006e-05,5.194805e-04,0.000000e+00,5.772006e-05,4.617605e-04,6.926407e-04,2.886003e-03,9.356421e-02,1.962482e-03,0.000000e+00,0.000000e+00,3.797980e-02,2.308802e-04,3.463203e-04,0.000000e+00,9.870130e-03,4.738817e-02,5.541126e-03,4.040404e-04,0.000000e+00,1.038961e-03,9.004329e-03,0.000000e+00,5.772006e-05,1.731602e-03,0.000000e+00,0.000000e+00,1.882251e-01,1.071284e-01,0.000000e+00,2.886003e-04,1.154401e-04,5.760462e-02,0
SRR5225020,0.000000e+00,0.000000e+00,1.462226e-02,1.914820e-03,1.276546e-03,0.000000e+00,5.802483e-04,1.160497e-04,1.740745e-04,5.970755e-02,0.000000e+00,1.740745e-04,1.856795e-03,3.981664e-01,0.000000e+00,2.030869e-03,0.000000e+00,2.088894e-03,3.481490e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.914820e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.802483e-05,1.038645e-02,4.061738e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.392596e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.740745e-03,9.545085e-02,0.000000e+00,0.000000e+00,9.864222e-04,0.000000e+00,9.864222e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.292213e-01,2.532784e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.112104e-02,0
SRR5225024,0.0000000000,0.0000000000,0.2801756515,0.0270988617,0.0119604784,0.0000000000,0.0026001040,0.0032356850,0.0026578841,0.0361125556,0.0000000000,0.0087825735,0.0072802912,0.1043508407,0.0011556018,0.0036979257,0.0075691917,0.0009822615,0.0011556018,0.0000000000,0.0004044606,0.0000000000,0.0286589241,0.0000000000,0.0015600624,0.0012711620,0.0002311204,0.0000000000,0.0001733403,0.0000000000,0.0000000000,0.0019645230,0.0010400416,0.0032934651,0.0476685734,0.0034668053,0.0000000000,0.0000000000,0.0587623505,0.0000000000,0.0004044606,0.0000000000,0.0100537355,0.0228231351,0.0078003120,0.0020223031,0.0000000000,0.0067602704,0.0139250014,0.0000000000,0.0000000000,0.0050268677,0.0001155602,0.0004622407,0.1082798868,0.0659848616,0.0000000000,0.0000000000,0.0000000000,0.1090310279,0
SRR5225029,0.000000e+00,0.000000e+00,4.052098e-02,8.104197e-04,2.141823e-03,0.000000e+00,8.683068e-04,4.630970e-04,0.000000e+00,4.081042e-02,0.000000e+00,1.215630e-03,1.041968e-03,3.079016e-01,0.000000e+00,2.952243e-03,2.373372e-03,1.041968e-03,6.367583e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.234443e-02,0.000000e+00,0.000000e+00,4.630970e-04,0.000000e+00,0.000000e+00,1.157742e-04,0.000000e+00,0.000000e+00,1.157742e-04,4.052098e-04,6.078148e-03,2.836469e-03,5.788712e-05,0.000000e+00,0.000000e+00,1.678726e-03,0.000000e+00,0.000000e+00,5.209841e-04,2.373372e-03,7.536903e-02,2.894356e-04,0.000000e+00,2.315485e-04,0.000000e+00,4.630970e-04,0.000000e+00,0.000000e+00,5.788712e-05,0.000000e+00,0.000000e+00,1.289146e-01,3.257308e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.917511e-02,0
SRR5225035,2.890006e-04,0.000000e+00,2.116063e-01,1.878504e-02,1.260043e-02,4.046009e-04,2.312005e-03,2.312005e-03,6.936015e-04,4.577770e-02,0.000000e+00,8.092018e-03,6.762615e-03,1.213803e-01,1.907404e-03,2.658806e-03,8.785619e-03,2.023004e-03,8.670019e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.196347e-02,1.156003e-04,6.936015e-04,1.156003e-03,1.156003e-04,6.936015e-04,2.485405e-03,2.023004e-03,3.468008e-04,1.387203e-03,1.329403e-03,2.890006e-03,3.999769e-02,1.791804e-03,0.000000e+00,1.156003e-04,4.733830e-02,0.000000e+00,4.624010e-04,1.734004e-04,1.092422e-02,3.479568e-02,1.462343e-02,6.936015e-04,2.080805e-03,4.392810e-03,2.063465e-02,0.000000e+00,2.312005e-04,6.473614e-03,0.000000e+00,5.780013e-05,1.483729e-01,9.115080e-02,0.000000e+00,2.312005e-04,0.000000e+00,8.300098e-02,0
SRR5225036,0.000000e+00,0.000000e+00,2.789379e-01,1.683346e-02,3.008041e-03,2.313877e-04,3.933592e-03,3.528663e-03,6.941632e-04,3.106381e-02,0.000000e+00,1.521374e-02,5.611153e-03,1.292301e-01,2.603112e-03,1.966796e-03,3.528663e-03,1.041245e-03,9.833979e-04,2.892347e-04,0.000000e+00,4.049286e-04,2.562619e-02,1.156939e-04,4.627755e-04,5.206224e-04,9.255510e-04,0.000000e+00,5.784694e-05,9.139816e-03,4.627755e-04,1.156939e-03,1.156939e-03,3.297275e-03,3.175797e-02,2.603112e-03,0.000000e+00,5.784694e-05,4.274889e-02,2.892347e-04,9.833979e-04,5.206224e-04,1.087522e-02,2.822931e-02,5.726847e-03,2.313877e-04,1.735408e-04,3.586510e-03,5.206224e-03,2.892347e-04,1.735408e-04,2.545265e-03,0.000000e+00,0.000000e+00,1.514433e-01,1.053971e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.513565e-02,0
SRR5225042,9.250694e-04,1.156337e-04,1.372572e-01,5.434783e-03,2.312673e-04,0.000000e+00,5.261332e-03,6.359852e-04,2.139223e-03,1.333256e-01,0.000000e+00,3.706059e-02,1.561055e-03,1.094473e-01,6.359852e-04,2.601758e-03,9.828862e-04,7.516189e-04,6.938020e-04,2.890842e-04,0.000000e+00,0.000000e+00,4.278446e-02,2.890842e-04,1.214154e-03,4.625347e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.094357e-04,2.890842e-04,1.561055e-03,8.094357e-04,4.104995e-03,1.036078e-01,6.359852e-03,0.000000e+00,0.000000e+00,3.746531e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.227105e-03,3.260870e-02,4.914431e-03,5.781684e-05,0.000000e+00,6.359852e-04,1.364477e-02,0.000000e+00,3.469010e-04,1.757632e-02,1.734505e-03,0.000000e+00,1.596901e-01,8.851758e-02,0.000000e+00,1.156337e-04,0.000000e+00,3.382285e-02,1
SRR5225053,0.000000e+00,0.000000e+00,4.173943e-02,1.397136e-03,5.239260e-04,0.000000e+00,1.804634e-03,1.164280e-04,5.821399e-04,7.451391e-02,0.000000e+00,1.164280e-03,7.567819e-04,3.194784e-01,0.000000e+00,6.403539e-04,1.106066e-03,2.037490e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.076959e-02,0.000000e+00,0.000000e+00,2.794272e-03,5.821399e-05,0.000000e+00,0.000000e+00,1.280708e-03,2.328560e-04,1.746420e-04,0.000000e+00,1.228315e-02,1.280708e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.259984e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.609268e-03,1.421586e-01,0.000000e+00,0.000000e+00,5.821399e-04,0.000000e+00,2.153918e-03,0.000000e+00,0.000000e+00,4.074980e-04,0.000000e+00,0.000000e+00,1.215508e-01,2.199325e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.161020e-02,0
SRR5225125,0.000000e+00,0.000000e+00,2.396627e-01,9.990760e-03,1.605452e-02,1.732502e-04,1.501502e-03,2.541003e-03,1.155001e-03,5.347655e-02,5.775006e-05,1.137676e-02,4.851005e-03,9.580735e-02,1.155001e-03,3.234003e-03,5.255255e-03,1.559252e-03,4.620005e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.684454e-02,0.000000e+00,7.507508e-04,2.310002e-03,1.732502e-04,1.039501e-03,2.310002e-04,9.240009e-04,4.042504e-04,9.817510e-04,1.270501e-03,7.507508e-04,3.903904e-02,2.367752e-03,0.000000e+00,0.000000e+00,4.007854e-02,1.155001e-04,1.155001e-04,0.000000e+00,1.282051e-02,5.769231e-02,8.720259e-03,2.194502e-03,0.000000e+00,5.313005e-03,1.137676e-02,0.000000e+00,1.155001e-04,2.310002e-03,2.310002e-04,2.887503e-04,1.521714e-01,1.023331e-01,0.000000e+00,0.000000e+00,5.775006e-05,6.866482e-02,0
SRR5225127,0.0000000000,0.0000000000,0.0584434484,0.0090226439,0.0011060015,0.0000000000,0.0004074742,0.0006985273,0.0003492636,0.0618778741,0.0000000000,0.0009895803,0.0014552651,0.3330228768,0.0003492636,0.0023866348,0.0020955818,0.0103032773,0.0022702136,0.0000000000,0.0000000000,0.0000000000,0.0344024681,0.0000000000,0.0000000000,0.0005821061,0.0000000000,0.0000000000,0.0000000000,0.0001164212,0.0000000000,0.0001164212,0.0001746318,0.0062867454,0.0055300076,0.0000000000,0.0000000000,0.0000000000,0.0065777985,0.0000000000,0.0001164212,0.0000000000,0.0030851621,0.0834157984,0.0011642121,0.0000000000,0.0002910530,0.0004656848,0.0034344258,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0936608650,0.2208510391,0.0000000000,0.0000000000,0.0000000000,0.0549508120,0
SRR5225155,5.780013e-05,1.734004e-04,1.601064e-01,4.624010e-03,2.023004e-03,7.514017e-04,5.144211e-03,3.988209e-03,1.560603e-03,6.843535e-02,1.734004e-04,2.051905e-02,1.676204e-03,1.394139e-01,1.329403e-03,3.294607e-03,7.687417e-03,3.236807e-03,1.965204e-03,0.000000e+00,2.890006e-04,0.000000e+00,1.774464e-02,1.734004e-04,1.387203e-03,2.601006e-03,0.000000e+00,4.046009e-04,1.734004e-04,4.219409e-03,7.514017e-04,9.826022e-04,3.236807e-03,5.144211e-03,1.826484e-02,2.601006e-03,0.000000e+00,0.000000e+00,2.947806e-02,1.156003e-03,5.780013e-04,0.000000e+00,9.248020e-03,3.716548e-02,2.716606e-03,5.780013e-04,6.358014e-04,7.571817e-03,1.699324e-02,9.248020e-04,0.000000e+00,4.624010e-03,5.780013e-04,1.156003e-04,1.407433e-01,1.236923e-01,0.000000e+00,0.000000e+00,6.358014e-04,1.384313e-01,0
SRR5225172,0.0000000000,0.0000000000,0.0189825800,0.0024306962,0.0000000000,0.0000000000,0.0016204641,0.0002893686,0.0000000000,0.1760518549,0.0000000000,0.0021413276,0.0004629898,0.3263499045,0.0000000000,0.0005787372,0.0000000000,0.0017940853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0065976040,0.0000000000,0.0000000000,0.0039932866,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100700272,0.0048035187,0.0007523584,0.0000000000,0.0000000000,0.0007523584,0.0000000000,0.0000000000,0.0004051160,0.0000000000,0.0720527808,0.0000000000,0.0000000000,0.0009259795,0.0000000000,0.0002314949,0.0000000000,0.0000000000,0.0007523584,0.0001157474,0.0000000000,0.1402280225,0.2033682505,0.0000000000,0.0000000000,0.0000000000,0.0242490885,1
SRR5225183,0.0001733002,0.0000000000,0.1150713419,0.0141528508,0.0010975680,0.0008087343,0.0034660043,0.0021951360,0.0019640691,0.1629599677,0.0001155335,0.0266882329,0.0034660043,0.1426838426,0.0005776674,0.0012131015,0.0002310670,0.0008087343,0.0024839697,0.0002888337,0.0001155335,0.0000000000,0.0279591011,0.0003466004,0.0013286350,0.0015019352,0.0005199006,0.0000000000,0.0000000000,0.0032927041,0.0001155335,0.0010975680,0.0006932009,0.0021951360,0.0551672347,0.0022529028,0.0000000000,0.0000000000,0.0289411357,0.0000000000,0.0001155335,0.0001733002,0.0170989544,0.0271503668,0.0052567732,0.0001155335,0.0010975680,0.0002310670,0.0081451100,0.0000000000,0.0000000000,0.0019063024,0.0002888337,0.0000000000,0.1704696436,0.1167465773,0.0000000000,0.0000000000,0.0000000000,0.0452313558,1
SRR5225188,0.000000e+00,0.000000e+00,1.676671e-01,1.333256e-02,4.271038e-03,4.617338e-04,4.617338e-03,2.135519e-03,2.020085e-03,9.090384e-02,0.000000e+00,2.314441e-02,5.079072e-03,1.207434e-01,6.348840e-04,2.481819e-03,2.828120e-03,2.308669e-04,8.657509e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.045943e-02,2.308669e-04,4.040171e-04,9.811843e-04,1.731502e-04,0.000000e+00,5.771673e-05,0.000000e+00,1.154335e-04,1.616068e-03,1.212051e-03,1.846935e-03,6.562392e-02,2.135519e-03,2.885836e-04,0.000000e+00,2.955096e-02,0.000000e+00,0.000000e+00,1.154335e-04,5.887106e-03,4.426873e-02,1.050444e-02,5.771673e-05,0.000000e+00,1.154335e-03,8.368925e-03,0.000000e+00,0.000000e+00,4.790488e-03,0.000000e+00,0.000000e+00,1.540459e-01,1.054485e-01,0.000000e+00,5.771673e-05,0.000000e+00,7.918735e-02,1
SRR5225197,0.0000000000,0.0000000000,0.2244026319,0.0128131132,0.0059448228,0.0002308669,0.0032321367,0.0030012698,0.0010389011,0.0641809997,0.0000000000,0.0129862634,0.0036938705,0.0937319635,0.0013274847,0.0043287545,0.0053676555,0.0008080342,0.0005771673,0.0000000000,0.0000000000,0.0000000000,0.0318596329,0.0003463004,0.0020200854,0.0008080342,0.0001154335,0.0001731502,0.0017315018,0.0010389011,0.0002308669,0.0005771673,0.0004617338,0.0028858363,0.0456539305,0.0019623687,0.0000000000,0.0000000000,0.0567355420,0.0005194505,0.0005771673,0.0000000000,0.0169110008,0.0413828928,0.0062334064,0.0001154335,0.0005771673,0.0032321367,0.0057139559,0.0000000000,0.0001154335,0.0044441879,0.0000000000,0.0001154335,0.1615491169,0.1034860903,0.0000000000,0.0000000000,0.0000000000,0.0707607065,0
SRR5225202,0.0000000000,0.0000000000,0.0507037379,0.0016728196,0.0000000000,0.0000000000,0.0013844024,0.0000000000,0.0009806184,0.3011075219,0.0000000000,0.0040955238,0.0008075681,0.2213890171,0.0000000000,0.0008652515,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0639709275,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002884172,0.0002884172,0.0024227042,0.0136709737,0.0000000000,0.0000000000,0.0000000000,0.0007498846,0.0000000000,0.0000000000,0.0000000000,0.0035763729,0.0415897554,0.0009229349,0.0000000000,0.0000000000,0.0000000000,0.0010959852,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1117328103,0.1477272727,0.0000000000,0.0000000000,0.0000000000,0.0289570835,1
SRR5225208,0.000000e+00,0.000000e+00,1.355404e-02,2.076364e-03,8.074749e-04,0.000000e+00,3.806667e-03,0.000000e+00,5.190910e-04,4.191948e-01,0.000000e+00,3.806667e-03,4.037375e-04,2.234975e-01,0.000000e+00,1.787980e-03,4.614142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.291960e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.153536e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.153536e-04,5.479294e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.845657e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.094244e-03,5.767678e-05,0.000000e+00,1.730303e-04,0.000000e+00,2.191718e-03,0.000000e+00,0.000000e+00,1.095859e-03,0.000000e+00,0.000000e+00,1.411928e-01,1.375591e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.024455e-02,1
SRR5225211,0.0000000000,0.0000000000,0.0632200544,0.0013894517,0.0029525850,0.0000000000,0.0015631332,0.0005210444,0.0000000000,0.0587043362,0.0000000000,0.0012736641,0.0008105135,0.2795692700,0.0001736815,0.0008684073,0.0041104614,0.0004052568,0.0009841950,0.0000000000,0.0000000000,0.0000000000,0.0300468940,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0052104440,0.0024894344,0.0001157876,0.0000000000,0.0000000000,0.0023157529,0.0000000000,0.0000000000,0.0000000000,0.0027210097,0.0953511260,0.0003473629,0.0000000000,0.0002894691,0.0002315753,0.0010999826,0.0000000000,0.0000000000,0.0008105135,0.0000000000,0.0000000000,0.1111561396,0.3011057720,0.0000000000,0.0000000000,0.0000000000,0.0301626816,0
SRR5225212,5.781349e-05,0.000000e+00,1.781234e-01,1.202521e-02,1.676591e-03,3.468810e-04,1.422212e-02,9.828294e-04,9.828294e-04,1.251084e-01,0.000000e+00,3.341620e-02,3.700064e-03,7.290282e-02,1.618778e-03,2.023472e-03,3.295369e-03,5.781349e-05,1.271897e-03,0.000000e+00,2.312540e-04,0.000000e+00,6.434642e-02,3.468810e-04,4.046945e-04,1.040643e-03,2.312540e-04,0.000000e+00,0.000000e+00,6.359484e-04,0.000000e+00,1.850032e-03,7.515754e-04,7.515754e-04,9.157657e-02,2.717234e-03,0.000000e+00,0.000000e+00,2.925363e-02,0.000000e+00,0.000000e+00,0.000000e+00,4.162572e-03,1.659247e-02,1.266116e-02,0.000000e+00,0.000000e+00,2.312540e-04,1.040643e-03,0.000000e+00,0.000000e+00,5.203214e-03,0.000000e+00,0.000000e+00,1.724577e-01,8.377175e-02,0.000000e+00,1.734405e-04,0.000000e+00,5.775568e-02,1
SRR5225219,0.000000e+00,0.000000e+00,1.560476e-01,1.595745e-02,1.792322e-03,0.000000e+00,1.907956e-03,2.428307e-03,8.094357e-04,4.428770e-02,0.000000e+00,8.036540e-03,4.047179e-03,1.474329e-01,8.094357e-04,1.040703e-03,1.503238e-03,2.312673e-03,1.907956e-03,0.000000e+00,2.312673e-04,5.203515e-04,9.019426e-03,2.312673e-04,5.781684e-04,3.469010e-04,1.907956e-03,0.000000e+00,5.781684e-05,2.312673e-03,1.156337e-04,8.672525e-04,5.781684e-04,2.948659e-03,2.249075e-02,3.006475e-03,0.000000e+00,0.000000e+00,2.624884e-02,2.312673e-04,2.890842e-04,1.156337e-04,6.244218e-03,4.330481e-02,3.295560e-03,2.890842e-04,4.625347e-04,5.203515e-04,7.805273e-03,5.203515e-04,0.000000e+00,1.445421e-03,6.359852e-04,1.156337e-04,2.049029e-01,2.280296e-01,0.000000e+00,0.000000e+00,5.781684e-05,3.995143e-02,0
SRR5225225,0.000000e+00,0.000000e+00,1.759848e-01,2.454661e-02,1.790459e-03,4.042971e-04,3.754187e-03,4.042971e-03,3.061107e-03,7.629664e-02,1.732702e-04,1.270648e-02,3.176620e-03,1.143006e-01,6.353240e-04,8.663509e-04,1.328405e-03,8.663509e-04,1.732702e-03,0.000000e+00,0.000000e+00,6.930807e-04,1.807786e-02,5.775673e-05,1.674945e-03,5.198106e-04,6.353240e-04,0.000000e+00,0.000000e+00,6.930807e-04,0.000000e+00,6.353240e-04,1.270648e-03,1.617188e-03,3.592469e-02,3.465404e-04,0.000000e+00,0.000000e+00,3.748412e-02,1.732702e-04,6.930807e-04,0.000000e+00,5.082592e-03,3.297909e-02,4.736052e-03,0.000000e+00,5.198106e-04,4.620538e-04,1.149359e-02,2.310269e-04,0.000000e+00,1.617188e-03,3.465404e-04,0.000000e+00,1.951600e-01,1.531708e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.803743e-02,0
SRR5225228,0.0001156738,0.0000000000,0.1175245807,0.0167727010,0.0000000000,0.0006940428,0.0080393291,0.0036437247,0.0029496819,0.1577790630,0.0001156738,0.0218045113,0.0036437247,0.1358588780,0.0004626952,0.0010989011,0.0009253904,0.0013880856,0.0032967033,0.0000578369,0.0000000000,0.0002891845,0.0466743783,0.0000000000,0.0013302487,0.0003470214,0.0004048583,0.0000000000,0.0000578369,0.0013880856,0.0000578369,0.0006362059,0.0004626952,0.0038172354,0.0582417582,0.0041642568,0.0000000000,0.0000000000,0.0289762869,0.0000000000,0.0002891845,0.0001735107,0.0054366686,0.0287449393,0.0054366686,0.0000000000,0.0004048583,0.0001156738,0.0036437247,0.0000000000,0.0000000000,0.0024291498,0.0000000000,0.0000000000,0.1457489879,0.1046269520,0.0000000000,0.0000000000,0.0000000000,0.0799305957,1
SRR5225235,0.000000e+00,0.000000e+00,6.687053e-02,4.327256e-03,1.038541e-03,0.000000e+00,3.288715e-03,1.384722e-03,1.730902e-03,3.896261e-01,1.153935e-04,2.527117e-02,1.269328e-03,8.550658e-02,3.461805e-04,6.346642e-04,3.461805e-04,0.000000e+00,2.884837e-04,0.000000e+00,0.000000e+00,0.000000e+00,7.512116e-02,2.307870e-04,5.769675e-05,1.442419e-03,0.000000e+00,0.000000e+00,4.615740e-04,0.000000e+00,5.769675e-05,4.038772e-04,1.730902e-04,1.327025e-03,1.350104e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.511655e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.231018e-03,4.315717e-02,1.673206e-03,0.000000e+00,0.000000e+00,5.192707e-04,2.538657e-03,0.000000e+00,0.000000e+00,1.615509e-03,0.000000e+00,1.153935e-04,1.433764e-01,8.071775e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.311793e-02,1
SRR5225239,3.461006e-04,0.000000e+00,1.391901e-01,7.498846e-03,1.292109e-02,2.307337e-04,3.114905e-03,2.941855e-03,1.961237e-03,7.383479e-02,0.000000e+00,1.147900e-02,1.903553e-03,1.917974e-01,2.884172e-04,3.057222e-03,2.768805e-03,9.229349e-04,6.345178e-04,1.730503e-04,5.768343e-05,0.000000e+00,1.499769e-02,2.307337e-04,9.229349e-04,3.461006e-04,0.000000e+00,7.498846e-04,6.345178e-04,1.095985e-03,1.730503e-04,1.153669e-04,6.345178e-04,3.807107e-03,3.760960e-02,9.806184e-04,0.000000e+00,1.153669e-04,3.980157e-02,0.000000e+00,1.153669e-04,0.000000e+00,6.575911e-03,7.204661e-02,7.441163e-03,1.153669e-04,0.000000e+00,1.903553e-03,3.634056e-03,0.000000e+00,1.730503e-04,2.422704e-03,2.307337e-04,1.153669e-04,1.811260e-01,1.090794e-01,0.000000e+00,5.768343e-05,0.000000e+00,5.762575e-02,0
SRR5225283,1.733002e-04,0.000000e+00,1.691410e-01,9.704812e-03,3.061637e-03,7.509676e-04,2.310670e-03,1.733002e-03,2.079603e-03,1.368494e-01,1.733002e-04,2.339553e-02,2.079603e-03,1.391601e-01,6.354341e-04,1.444168e-03,1.039801e-03,6.354341e-04,1.790769e-03,1.733002e-04,5.776674e-05,0.000000e+00,4.078332e-02,1.733002e-04,1.328635e-03,6.932009e-04,1.155335e-04,0.000000e+00,5.776674e-05,1.213101e-03,2.310670e-04,1.213101e-03,7.509676e-04,1.039801e-03,3.991682e-02,1.270868e-03,0.000000e+00,0.000000e+00,2.934550e-02,0.000000e+00,0.000000e+00,2.310670e-04,4.505806e-03,4.164982e-02,5.487840e-03,1.155335e-04,1.733002e-04,6.932009e-04,5.314540e-03,0.000000e+00,0.000000e+00,4.159205e-03,2.888337e-04,1.155335e-04,1.518688e-01,1.135694e-01,0.000000e+00,0.000000e+00,5.776674e-05,5.724684e-02,1
