Samples,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,Watering_Regm
SRR5224884,0.000000e+00,5.763357e-05,2.482854e-01,1.112328e-01,1.152671e-03,8.725722e-02,2.996945e-03,5.527059e-02,2.593510e-03,0.000000e+00,1.671373e-03,1.267938e-02,1.959541e-03,6.132211e-02,2.870152e-02,1.792404e-02,7.780531e-03,5.590456e-03,4.610685e-03,2.748545e-01,5.763357e-04,1.152671e-04,0.000000e+00,0.000000e+00,7.215722e-02,1.210305e-03,1
SRR5224885,0.0000000000,0.0000000000,0.1575820500,0.1668108669,0.0025956048,0.1161677337,0.0014996828,0.0681778854,0.0017880833,0.0000000000,0.0135548249,0.0007498414,0.0025956048,0.1082078791,0.0271096499,0.0283209321,0.0060564111,0.0036338467,0.0020764838,0.2549460691,0.0004037607,0.0004037607,0.0000000000,0.0000000000,0.0373190287,0.0000000000,1
SRR5224887,0.0000000000,0.0000000000,0.1650709424,0.1643788211,0.0001730303,0.1257353789,0.0010381820,0.0666743569,0.0019610105,0.0000000000,0.0013842427,0.0026531318,0.0021340408,0.1014534548,0.0286653593,0.0162648518,0.0086515169,0.0024224247,0.0055946476,0.2613911639,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0440650594,0.0002883839,1
SRR5224894,0.0000000000,0.0000000000,0.2973876939,0.2446802376,0.0013840032,0.0850008650,0.0012110028,0.0288334006,0.0012110028,0.0004613344,0.0012686696,0.0049016781,0.0005766680,0.0249697249,0.0224323857,0.0141860331,0.0065163485,0.0093996886,0.0040366761,0.2092728216,0.0002306672,0.0000000000,0.0000000000,0.0000576668,0.0402514273,0.0017300040,1
SRR5224896,0.0026601897,0.0000000000,0.2791464261,0.0809622947,0.0012144344,0.0919500347,0.0030071709,0.1009715475,0.0028915105,0.0006939625,0.0000000000,0.0037589637,0.0007517927,0.1121906084,0.0340041638,0.0371848254,0.0074600972,0.0170020819,0.0046842471,0.1623294009,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0561531344,0.0009831136,0
SRR5224915,0.0000000000,0.0000000000,0.2837290098,0.0298204980,0.0032426173,0.2508396063,0.0039374638,0.0093804285,0.0003474233,0.0000000000,0.0008106543,0.0018529241,0.0020266358,0.0121019108,0.0209033005,0.0303416329,0.0098436595,0.0089751013,0.0023161552,0.2733063115,0.0000000000,0.0004632310,0.0009264621,0.0000000000,0.0548349739,0.0000000000,0
SRR5224923,0.0000000000,0.0000000000,0.0148143878,0.4413188840,0.0006917224,0.1579432788,0.0008070095,0.0069748674,0.0029974637,0.0000000000,0.0000000000,0.0000000000,0.0015563754,0.0024786719,0.0019022366,0.0454231035,0.0000000000,0.0012105142,0.0000000000,0.3088540466,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130274383,0.0000000000,1
SRR5224926,0.000000e+00,0.000000e+00,2.980171e-02,2.872954e-01,6.917224e-04,3.197487e-01,6.917224e-04,7.608946e-03,5.764353e-05,0.000000e+00,0.000000e+00,2.305741e-04,0.000000e+00,2.882177e-03,2.939820e-03,9.338252e-03,5.764353e-05,1.037584e-03,9.799401e-04,3.227461e-01,0.000000e+00,0.000000e+00,3.458612e-04,0.000000e+00,1.354623e-02,0.000000e+00,0
SRR5224927,2.885337e-04,0.000000e+00,2.016850e-01,1.377460e-01,9.233078e-04,5.828380e-02,1.731202e-03,2.850713e-02,1.038721e-03,5.770673e-05,1.044492e-02,2.769923e-03,3.116164e-03,1.962029e-01,3.150788e-02,3.618212e-02,6.924808e-03,1.731202e-04,2.019736e-03,2.561025e-01,8.656010e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.279416e-02,6.347741e-04,1
SRR5224928,0.000000e+00,0.000000e+00,1.308487e-01,1.429643e-01,1.269255e-03,1.730226e-01,1.615416e-03,2.855824e-02,9.230947e-04,5.769342e-05,1.269255e-03,1.557722e-03,9.807881e-04,8.584780e-02,2.059655e-02,3.357757e-02,4.096233e-03,2.653897e-03,9.807881e-04,3.221023e-01,5.769342e-05,1.730803e-04,2.884671e-04,0.000000e+00,4.627012e-02,2.884671e-04,1
SRR5224931,0.0000000000,0.0000000000,0.1937121431,0.1233919815,0.0019036631,0.1397750216,0.0008076147,0.0215748486,0.0009229882,0.0005768676,0.0014998558,0.0021344102,0.0018459763,0.0430920104,0.0351889241,0.0473608307,0.0053071820,0.0111912316,0.0049033747,0.3040092299,0.0001730603,0.0003461206,0.0000000000,0.0001730603,0.0601096048,0.0000000000,0
SRR5224934,0.0000000000,0.0000000000,0.1643211443,0.1713000346,0.0015572730,0.0925712308,0.0004614142,0.0219171761,0.0009805052,0.0000000000,0.0003460607,0.0014995963,0.0005767678,0.0670204176,0.0274541470,0.0189179836,0.0068635367,0.0043257584,0.0013265659,0.3718998731,0.0005190910,0.0002307071,0.0000000000,0.0000000000,0.0457376860,0.0001730303,1
SRR5224937,0.000000e+00,0.000000e+00,2.562103e-01,2.952051e-02,2.657423e-03,2.361063e-01,2.484113e-03,1.143847e-02,1.097631e-03,3.466205e-04,6.470248e-03,1.155402e-03,8.896592e-03,1.461583e-02,2.466782e-02,6.083189e-02,4.563836e-03,6.759099e-03,2.426343e-03,2.838821e-01,2.888504e-04,5.777008e-05,3.119584e-03,0.000000e+00,4.240324e-02,0.000000e+00,0
SRR5224940,0.0000000000,0.0000000000,0.1679649184,0.1529628989,0.0044429058,0.1369799781,0.0010386014,0.0182909238,0.0017887023,0.0000000000,0.0091743119,0.0024234032,0.0025388033,0.0453522590,0.0250418326,0.0421210548,0.0043852057,0.0077318101,0.0015579020,0.2941549824,0.0005770008,0.0005770008,0.0000000000,0.0000000000,0.0808955052,0.0000000000,1
SRR5224943,0.0000577034,0.0000000000,0.2335833814,0.0623196769,0.0032313907,0.1933064051,0.0017311021,0.0188690133,0.0008655511,0.0000000000,0.0015002885,0.0035199077,0.0008078477,0.0321984997,0.0253317946,0.0297749567,0.0056549336,0.0128101558,0.0050201962,0.2753029429,0.0001154068,0.0006347374,0.0000000000,0.0001731102,0.0931332949,0.0000577034,0
SRR5224946,0.000000e+00,0.000000e+00,2.379195e-01,1.725868e-01,3.517472e-03,8.378503e-02,2.594856e-03,2.266175e-02,9.802791e-04,5.766348e-04,1.787568e-03,2.306539e-03,1.499250e-03,5.922039e-02,3.361781e-02,2.162380e-02,5.881675e-03,7.496252e-03,2.306539e-03,2.825510e-01,1.729904e-04,2.306539e-04,0.000000e+00,5.766348e-05,5.552993e-02,1.095606e-03,1
SRR5224951,0.0004618138,0.0000000000,0.2122034290,0.1862841309,0.0017318017,0.0600935173,0.0013277146,0.0443341223,0.0020204353,0.0000000000,0.0036367835,0.0030017895,0.0015586215,0.1007908561,0.0275356463,0.0226288749,0.0077931074,0.0019627085,0.0027708826,0.2831495699,0.0012699879,0.0000000000,0.0000000000,0.0000000000,0.0345205796,0.0009236275,1
SRR5224957,0.0000000000,0.0000000000,0.2543869776,0.1597783422,0.0011544678,0.0469868391,0.0024243824,0.0454860309,0.0016739783,0.0000000000,0.0254560148,0.0033479566,0.0010390210,0.1191987994,0.0294389287,0.0236665897,0.0094666359,0.0002308936,0.0016162549,0.2295081967,0.0002308936,0.0001731702,0.0000000000,0.0000000000,0.0444470099,0.0002886169,1
SRR5224958,0.0000000000,0.0000000000,0.2376751427,0.2247016087,0.0027676873,0.0833189183,0.0011532030,0.0503373119,0.0009225624,0.0001153203,0.0006342617,0.0017874647,0.0009802226,0.0365565358,0.0238713025,0.0202387130,0.0074381595,0.0058236753,0.0035172692,0.2323127487,0.0004036211,0.0001729805,0.0000000000,0.0000000000,0.0652712910,0.0000000000,1
SRR5224961,0.0000000000,0.0000000000,0.3588191201,0.0595052759,0.0002306406,0.1120336735,0.0029406677,0.0277345327,0.0001153203,0.0002883008,0.0000000000,0.0026523669,0.0007495820,0.0317707432,0.0309635011,0.0206999942,0.0053047339,0.0200080724,0.0092832843,0.2641988122,0.0004036211,0.0000000000,0.0009802226,0.0000000000,0.0493570893,0.0019604451,0
SRR5224968,0.0000000000,0.0000000000,0.0541883304,0.0573656846,0.0013287117,0.3678220682,0.0026574235,0.0114384749,0.0000000000,0.0002888504,0.0000000000,0.0001155402,0.0054303871,0.0203350664,0.0012131716,0.0522241479,0.0000000000,0.0012709417,0.0001155402,0.3939341421,0.0000000000,0.0001155402,0.0000000000,0.0000000000,0.0301559792,0.0000000000,0
SRR5224969,6.926007e-04,0.000000e+00,1.775367e-01,1.814614e-01,1.789219e-03,4.415330e-02,8.080342e-04,3.809304e-02,9.234676e-04,5.771673e-05,9.811843e-04,1.096618e-03,9.234676e-04,1.760360e-01,4.190234e-02,3.301397e-02,8.368925e-03,6.233406e-03,3.001270e-03,2.481242e-01,8.080342e-04,0.000000e+00,0.000000e+00,3.463004e-04,3.364885e-02,0.000000e+00,1
SRR5224971,0.000000e+00,0.000000e+00,2.275169e-01,6.850344e-02,1.906082e-03,1.399526e-01,6.815688e-03,2.784035e-02,1.444002e-03,5.776006e-05,2.483683e-03,2.945763e-03,3.523364e-03,5.337030e-02,4.135621e-02,6.139895e-02,4.967366e-03,1.657714e-02,3.407844e-03,2.541443e-01,1.732802e-04,8.086409e-04,0.000000e+00,0.000000e+00,8.080633e-02,0.000000e+00,0
SRR5224977,0.0000000000,0.0000000000,0.0897961541,0.1689091644,0.0038112837,0.1586302477,0.0030605763,0.0162268291,0.0082577814,0.0000000000,0.0008662008,0.0004619738,0.0031183230,0.0371311428,0.0183057112,0.0390945314,0.0016746550,0.0079113010,0.0021366287,0.3859213490,0.0000000000,0.0001732402,0.0000000000,0.0000000000,0.0545129064,0.0000000000,0
SRR5224979,0.0000000000,0.0000000000,0.2443047465,0.1488551820,0.0031720399,0.0625756964,0.0029413461,0.0675356134,0.0014995098,0.0000000000,0.0000000000,0.0029413461,0.0013264894,0.1057154392,0.0320664398,0.0291250937,0.0137839552,0.0006920814,0.0077282427,0.2188130803,0.0012688160,0.0002883673,0.0000000000,0.0005190611,0.0542130457,0.0006344080,1
SRR5224983,0.000000e+00,0.000000e+00,2.288781e-01,6.434672e-02,2.596953e-03,1.258657e-01,2.141043e-02,2.868190e-02,3.462604e-04,2.308403e-04,2.885503e-04,2.770083e-03,3.981994e-03,5.528624e-02,3.116343e-02,5.695983e-02,8.252539e-03,1.096491e-02,2.885503e-03,2.808749e-01,1.731302e-04,5.771006e-05,0.000000e+00,1.154201e-04,7.386888e-02,0.000000e+00,0
SRR5224989,5.770008e-05,0.000000e+00,1.714269e-01,1.214587e-01,9.232012e-04,1.243437e-01,3.288904e-03,3.271594e-02,9.809013e-04,5.770008e-05,3.058104e-03,1.904102e-03,1.788702e-03,9.555132e-02,2.700364e-02,3.663955e-02,5.077607e-03,1.413652e-02,2.711904e-03,3.061566e-01,1.731002e-04,6.924009e-04,0.000000e+00,1.154002e-04,4.973746e-02,0.000000e+00,0
SRR5224990,0.000000e+00,0.000000e+00,2.171026e-02,5.577689e-02,1.385761e-03,2.333853e-01,2.194122e-03,1.339569e-02,1.732202e-04,0.000000e+00,0.000000e+00,5.774005e-05,1.558981e-03,3.695363e-03,1.558981e-03,5.571915e-02,2.887003e-04,4.619204e-04,5.774005e-05,5.955309e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.304925e-02,0.000000e+00,0
SRR5224993,0.000000e+00,0.000000e+00,1.540592e-02,4.707749e-01,1.154002e-04,1.650799e-01,1.731002e-04,2.509953e-02,0.000000e+00,0.000000e+00,5.770008e-05,1.154002e-04,1.038601e-03,6.058508e-03,2.885004e-04,2.007963e-02,0.000000e+00,3.462005e-04,0.000000e+00,2.826150e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.275172e-02,0.000000e+00,1
SRR5224995,0.000000e+00,0.000000e+00,1.527994e-01,6.382979e-02,1.902785e-03,1.916047e-01,1.960445e-03,2.635069e-02,9.802226e-04,5.766015e-05,1.256991e-02,1.672144e-03,2.998328e-03,5.448884e-02,1.591420e-02,3.967018e-02,1.614484e-03,1.747103e-02,1.614484e-03,3.495358e-01,2.306406e-04,1.153203e-04,0.000000e+00,0.000000e+00,6.261892e-02,0.000000e+00,0
SRR5225001,1.731702e-04,0.000000e+00,1.865620e-01,1.202955e-01,1.731702e-03,1.246248e-01,6.753637e-03,3.324867e-02,1.443085e-03,5.772339e-05,3.463403e-04,2.251212e-03,1.004387e-02,6.280305e-02,3.659663e-02,7.579081e-02,4.444701e-03,1.021704e-02,3.059340e-03,2.477488e-01,4.040637e-04,1.154468e-04,0.000000e+00,0.000000e+00,7.128839e-02,0.000000e+00,0
SRR5225002,0.000000e+00,0.000000e+00,5.681358e-02,1.513291e-01,1.216193e-03,2.398216e-01,6.254706e-03,2.131233e-02,0.000000e+00,0.000000e+00,0.000000e+00,5.791394e-05,1.071408e-02,5.154341e-03,6.023050e-03,1.292060e-01,0.000000e+00,3.996062e-03,2.895697e-04,2.950715e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.273991e-02,0.000000e+00,0
SRR5225010,0.000000e+00,0.000000e+00,1.321647e-01,1.504440e-01,1.268596e-03,1.127321e-01,3.805789e-03,3.142659e-02,6.342982e-04,5.189713e-04,0.000000e+00,1.210933e-03,2.883174e-03,9.583670e-02,3.851920e-02,5.720217e-02,5.535694e-03,1.043709e-02,1.787568e-03,2.951217e-01,5.766348e-05,3.459809e-04,0.000000e+00,2.883174e-04,5.766348e-02,1.153270e-04,0
SRR5225020,0.000000e+00,0.000000e+00,1.846813e-02,5.992011e-02,1.852602e-03,3.972674e-01,2.026284e-03,4.342037e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.789382e-05,1.036299e-02,2.663116e-03,1.389452e-03,9.697215e-02,0.000000e+00,1.968390e-03,0.000000e+00,3.816361e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.107335e-02,0.000000e+00,0
SRR5225024,0.0000000000,0.0000000000,0.3246018925,0.0474844219,0.0072697900,0.1053542580,0.0112508655,0.0327140549,0.0015001154,0.0001730902,0.0000000000,0.0030002308,0.0032887145,0.0510616201,0.0590814678,0.0328294484,0.0077890607,0.0230210016,0.0055965844,0.1740133856,0.0006346642,0.0004615740,0.0000000000,0.0000000000,0.1088737595,0.0000000000,0
SRR5225029,0.000000e+00,0.000000e+00,4.470371e-02,4.193139e-02,1.039621e-03,3.072080e-01,5.313619e-03,2.396904e-02,4.620538e-04,1.155135e-04,0.000000e+00,5.198106e-04,6.064457e-03,5.140349e-03,1.674945e-03,7.808710e-02,2.887836e-04,6.930807e-04,5.775673e-05,4.536213e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.910939e-02,0.000000e+00,0
SRR5225035,0.0002884837,0.0000000000,0.2475767367,0.0544657281,0.0067505193,0.1230671590,0.0114239557,0.0357142857,0.0019616894,0.0024809601,0.0020193861,0.0030579275,0.0028848373,0.0422340180,0.0478306024,0.0458112162,0.0145972767,0.0277521348,0.0067505193,0.2390953150,0.0001730902,0.0006346642,0.0000000000,0.0002307870,0.0828525271,0.0003461805,0
SRR5225036,0.000000e+00,0.000000e+00,3.058185e-01,4.687139e-02,5.599169e-03,1.315516e-01,5.483722e-03,2.886169e-02,1.443085e-03,5.772339e-05,9.408912e-03,2.770723e-03,3.290233e-03,3.555761e-02,4.398522e-02,3.954052e-02,5.714616e-03,9.466636e-03,2.712999e-03,2.562918e-01,0.000000e+00,3.463403e-04,0.000000e+00,0.000000e+00,6.499654e-02,2.308936e-04,0
SRR5225042,0.0009231479,0.0001153935,0.1485114240,0.1721670898,0.0015578121,0.1098546042,0.0035771982,0.0459266097,0.0004615740,0.0000000000,0.0008077544,0.0026540503,0.0040964690,0.1103161782,0.0373874913,0.0397530579,0.0049042234,0.0143087930,0.0196168936,0.2477498269,0.0006923610,0.0000000000,0.0000000000,0.0001153935,0.0337525964,0.0007500577,1
SRR5225053,0.0000000000,0.0000000000,0.0454255381,0.0759993038,0.0007541916,0.3183848698,0.0017404421,0.0127632419,0.0028427221,0.0000000000,0.0012763242,0.0004061032,0.0122411092,0.0045251494,0.0032488252,0.1452688983,0.0000000000,0.0027266926,0.0004061032,0.3403144399,0.0000000000,0.0001740442,0.0000000000,0.0000000000,0.0315020015,0.0000000000,0
SRR5225125,0.000000e+00,0.000000e+00,2.697368e-01,6.602031e-02,4.847645e-03,9.689520e-02,8.483380e-03,3.958910e-02,3.520314e-03,2.308403e-04,9.233610e-04,2.654663e-03,7.502308e-04,4.143583e-02,4.028163e-02,7.046399e-02,8.714220e-03,1.887119e-02,2.943213e-03,2.543283e-01,5.771006e-05,4.039705e-04,0.000000e+00,0.000000e+00,6.867498e-02,1.731302e-04,0
SRR5225127,0.0000000000,0.0000000000,0.0693711968,0.0629382788,0.0014488554,0.3319037960,0.0044624746,0.0467690524,0.0005795422,0.0000000000,0.0001159084,0.0002897711,0.0062590553,0.0097363083,0.0066647349,0.0861199652,0.0011590843,0.0041727036,0.0000000000,0.3131266300,0.0000000000,0.0001738626,0.0000000000,0.0000000000,0.0547087801,0.0000000000,0
SRR5225155,5.771006e-05,1.731302e-04,1.763620e-01,9.054709e-02,1.673592e-03,1.405240e-01,1.096491e-02,2.487304e-02,3.000923e-03,1.731302e-04,4.385965e-03,4.963066e-03,5.136196e-03,2.152585e-02,3.116343e-02,4.634118e-02,2.712373e-03,2.666205e-02,5.309326e-03,2.640235e-01,1.154201e-04,4.616805e-04,0.000000e+00,0.000000e+00,1.388504e-01,0.000000e+00,0
SRR5225172,0.0000000000,0.0000000000,0.0232799954,0.1778637860,0.0004621339,0.3257466351,0.0005776674,0.0083761770,0.0039859049,0.0000000000,0.0000000000,0.0000000000,0.0100514124,0.0073941425,0.0007509676,0.0723239559,0.0000000000,0.0011553348,0.0008665011,0.3429611230,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0242042632,0.0000000000,1
SRR5225183,0.0001729505,0.0000000000,0.1365156232,0.1913409432,0.0034590107,0.1429724432,0.0014412545,0.0332641531,0.0020177563,0.0000000000,0.0032860602,0.0019024559,0.0021907068,0.0582266805,0.0289980399,0.0443329874,0.0052461663,0.0095699297,0.0021907068,0.2866366886,0.0002882509,0.0006341520,0.0000000000,0.0000000000,0.0451400899,0.0001729505,1
SRR5225188,0.000000e+00,0.000000e+00,1.922523e-01,1.159278e-01,5.072923e-03,1.212313e-01,5.303511e-03,4.213985e-02,1.152937e-03,5.764686e-05,0.000000e+00,2.939990e-03,1.844699e-03,6.859976e-02,2.951519e-02,5.021041e-02,1.049173e-02,9.569378e-03,4.784689e-03,2.591803e-01,3.458811e-04,2.305874e-04,0.000000e+00,5.764686e-05,7.909149e-02,0.000000e+00,1
SRR5225197,0.0000000000,0.0000000000,0.2495528244,0.0781836016,0.0036928048,0.0950320235,0.0096936126,0.0356009463,0.0010963014,0.0017310023,0.0010386014,0.0012694017,0.0028850038,0.0476025619,0.0578154752,0.0582770758,0.0062316081,0.0096359125,0.0046737061,0.2649587444,0.0001154002,0.0001731002,0.0000000000,0.0000000000,0.0707402920,0.0000000000,0
SRR5225202,0.0000000000,0.0000000000,0.0537609599,0.3061836641,0.0008075681,0.2213890171,0.0008652515,0.0639709275,0.0000000000,0.0000000000,0.0000000000,0.0005768343,0.0024227042,0.0136709737,0.0007498846,0.0451661283,0.0009229349,0.0010959852,0.0000000000,0.2594600831,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0289570835,0.0000000000,1
SRR5225208,0.0000000000,0.0000000000,0.0202363794,0.4233496685,0.0004035745,0.2234073220,0.0022484866,0.0129143845,0.0000000000,0.0001153070,0.0000000000,0.0000000000,0.0001153070,0.0058806572,0.0018449121,0.0070913808,0.0000576535,0.0023637936,0.0010954165,0.2786393773,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0202363794,0.0000000000,1
SRR5225211,0.0000000000,0.0000000000,0.0694813446,0.0598359709,0.0008085942,0.2790805129,0.0049670787,0.0313619037,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0051981056,0.0049670787,0.0023102691,0.0978398983,0.0003465404,0.0016171884,0.0008085942,0.4112856648,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0300912556,0.0000000000,0
SRR5225212,5.771006e-05,0.000000e+00,2.070060e-01,1.592221e-01,3.693444e-03,7.438827e-02,5.309326e-03,6.653970e-02,1.269621e-03,0.000000e+00,6.348107e-04,2.596953e-03,7.502308e-04,9.499077e-02,2.920129e-02,2.071791e-02,1.263850e-02,1.269621e-03,5.193906e-03,2.557710e-01,5.193906e-04,4.039705e-04,0.000000e+00,1.731302e-04,5.765235e-02,0.000000e+00,1
SRR5225219,0.000000e+00,0.000000e+00,1.778971e-01,5.306311e-02,4.041804e-03,1.480455e-01,2.540562e-03,1.478145e-02,2.251862e-03,5.774005e-05,2.425082e-03,1.558981e-03,2.944743e-03,2.661817e-02,2.673365e-02,4.959871e-02,3.291183e-03,9.584849e-03,2.194122e-03,4.323575e-01,0.000000e+00,5.774005e-05,0.000000e+00,0.000000e+00,3.995612e-02,0.000000e+00,0
SRR5225225,0.000000e+00,0.000000e+00,2.102076e-01,9.209919e-02,3.171857e-03,1.147636e-01,2.191465e-03,2.306805e-02,1.153403e-03,0.000000e+00,8.073818e-04,1.903114e-03,1.614764e-03,3.708189e-02,3.829296e-02,3.800461e-02,4.728950e-03,1.268743e-02,1.960784e-03,3.478085e-01,2.306805e-04,5.767013e-05,0.000000e+00,0.000000e+00,6.793541e-02,2.306805e-04,0
SRR5225228,1.153536e-04,0.000000e+00,1.462683e-01,1.821433e-01,3.633637e-03,1.359442e-01,2.018687e-03,5.288961e-02,7.497981e-04,5.767678e-05,1.384243e-03,1.153536e-03,3.806667e-03,6.379052e-02,2.918445e-02,3.426001e-02,5.421617e-03,4.152728e-03,2.422425e-03,2.497981e-01,8.074749e-04,2.883839e-04,0.000000e+00,0.000000e+00,7.970931e-02,0.000000e+00,1
SRR5225235,0.0000000000,0.0000000000,0.0768565498,0.4164552583,0.0012684502,0.0857933579,0.0009801661,0.0756457565,0.0014414207,0.0004612546,0.0000000000,0.0006342251,0.0013261070,0.0134916974,0.0151060886,0.0463560886,0.0016720480,0.0030558118,0.0017297048,0.2239391144,0.0000000000,0.0004612546,0.0000000000,0.0000000000,0.0330950185,0.0002306273,1
SRR5225239,3.460208e-04,0.000000e+00,1.658593e-01,8.725490e-02,1.903114e-03,1.920415e-01,5.824683e-03,1.793541e-02,1.095732e-03,6.343714e-04,1.095732e-03,9.227220e-04,3.806228e-03,3.858131e-02,4.002307e-02,7.860438e-02,7.439446e-03,5.651672e-03,2.941176e-03,2.901384e-01,0.000000e+00,2.306805e-04,0.000000e+00,5.767013e-05,5.761246e-02,0.000000e+00,0
SRR5225283,1.730204e-04,0.000000e+00,1.864006e-01,1.622354e-01,2.076244e-03,1.395698e-01,2.479958e-03,4.486995e-02,8.074283e-04,5.767345e-05,1.211143e-03,2.191591e-03,1.038122e-03,4.152489e-02,2.929811e-02,4.631178e-02,5.478978e-03,6.286406e-03,4.556203e-03,2.650095e-01,6.344080e-04,2.306938e-04,0.000000e+00,0.000000e+00,5.721207e-02,3.460407e-04,1
